listing_no,title,price,sqm,rooms,address
288,"
                Forsthausgasse: befristete WG taugliche 3 Zimmer Wohnung mit Loggia, OHNE Küche *ab sofort*
            ","
                    Miete€ 900,00
                ","
                    Wohnfläche80 m²
                ","
                        Zimmer 3
                    ",1200 Wien
288,"
                LOFTARTIGE INSPIRATIONSQUELLE - Hofseitige Wohnung mit Terrasse!
            ","
                    Miete€ 1.099,00
                ","
                    Wohnfläche84 m²
                ","
                        Zimmer 2
                    ",1160 Wien
288,"
                Repräsentative 370 m Stiletage Nähe Rathaus !
            ","
                    Miete€ 5.547,00
                ","
                    Wohnfläche370 m²
                ","
                        Zimmer 9
                    ",1080 Wien
288,"
                Gemütliche Dachgeschoßwohung in zentraler Lage!
            ","
                    Miete€ 1.100,00
                ","
                    Wohnfläche55 m²
                ","
                        Zimmer 2
                    ",1050 Wien
288,"
                Zentral gelegen und doch Mitten im Grünen - Nähe Vetmed und KH Nord
            ","
                    Miete€ 650,00
                ","
                    Wohnfläche31 m²
                ","
                        Zimmer 1
                    ","1210 Wien 21., Floridsdorf"
288,"
                Helle Terrassenwohnung am Währingerpark
            ","
                    Miete€ 1.499,00
                ","
                    Wohnfläche77 m²
                ","
                        Zimmer 3
                    ","1180 Wien, 18. Bezirk, Währing"
288,"
                Erstbezug - Familienwohnung mit Terrasse - Nähe Golfclub Marco Polo Wien
            ","
                    Miete€ 1.070,00
                ","
                    Wohnfläche67 m²
                ","
                        Zimmer 3
                    ",1210 Wien
288,"
                Neubau - Familientraum - Terrassentraum mit 4 Zimmer - Nähe Millenium City
            ","
                    Miete€ 1.849,00
                ","
                    Wohnfläche98 m²
                ","
                        Zimmer 4
                    ",1200 Wien
288,"
                Erstbezug - Gemütliche 1,5 Zimmer-Wohnung mit perfektem Grundriss - Nähe Millenium City
            ","
                    Miete€ 749,00
                ","
                    Wohnfläche36 m²
                ","
                        Zimmer 1
                    ",1200 Wien
288,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 799,82
                ","
                    Wohnfläche43 m²
                ","
                        Zimmer 2
                    ",1200 Wien
288,"
                Helle 3-Zimmer Wohnung mit Balkon und Blick auf einen Park und die Weinberge!
            ","
                    Miete€ 1.098,00
                ","
                    Wohnfläche68 m²
                ","
                        Zimmer 3
                    ",1190 Wien
288,"
                TOLLE ZWEI Zimmer mit LOGGIA in GRÜNLAGE
            ","
                    Miete€ 758,78
                ","
                    Wohnfläche60 m²
                ","
                        Zimmer 2
                    ",1140 Wien
289,"
                First Class Terrassenapartment mit Garage in ruhiger U6 Nähe, 1230 Wien
            ","
                    Miete€ 915,00
                ","
                    Wohnfläche60 m²
                ","
                        Zimmer 2
                    ",1230 Wien
289,"
                Moderne 1-Zimmer-Wohnung in Bestlage! Kurzzeitvermietung!
            ","
                    Miete€ 700,00
                ","
                    Wohnfläche18 m²
                ","
                        Zimmer 1
                    ",1150 Wien
289,"
                PROVISIONSFREI - SONNIGE 2 ZIMMERWOHNUNG MIT LIEBEVOLLEN DETAILS - CHARMANTER GRUNDRISS - IM HERZEN DES 17. WIENER GEMEINDEBEZIRKS
            ","
                    Miete€ 874,87
                ","
                    Wohnfläche49 m²
                ","
                        Zimmer 2
                    ",1170 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 762,14
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 758,80
                ","
                    Wohnfläche37 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 786,56
                ","
                    Wohnfläche42 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 796,20
                ","
                    Wohnfläche43 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 44m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 781,94
                ","
                    Wohnfläche43 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 765,60
                ","
                    Wohnfläche41 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 763,85
                ","
                    Wohnfläche41 m²
                ","
                        Zimmer 2
                    ",1200 Wien
289,"
                MODERNE ERSTBEZÜGE mit Einbauküche von 33m - 45m - Loggia/ Balkon/ Terrasse in 1200 Wien
            ","
                    Miete€ 768,01
                ","
                    Wohnfläche41 m²
                ","
                        Zimmer 2
                    ",1200 Wien
